,start station id,start station name,start station latitude,start station longitude
77,3207,Oakland Ave,40.7376037,-74.05247829999999
77,3207,Oakland Ave,40.7376037,-74.05247829999999
77,3207,Oakland Ave,40.7376037,-74.05247829999999
78,3186,Grove St PATH,40.71958611647166,-74.0431174635887
78,3186,Grove St PATH,40.71958611647166,-74.0431174635887
78,3186,Grove St PATH,40.71958611647166,-74.0431174635887
79,3639,Harborside,40.71925170000001,-74.034234
79,3639,Harborside,40.71925170000001,-74.034234
79,3639,Harborside,40.71925170000001,-74.034234
80,3639,Harborside,40.71925170000001,-74.034234
80,3639,Harborside,40.71925170000001,-74.034234
80,3639,Harborside,40.71925170000001,-74.034234
81,3186,Grove St PATH,40.71958611647166,-74.0431174635887
81,3186,Grove St PATH,40.71958611647166,-74.0431174635887
81,3186,Grove St PATH,40.71958611647166,-74.0431174635887
82,3268,Lafayette Park,40.71346382669195,-74.06285852193831
82,3268,Lafayette Park,40.71346382669195,-74.06285852193831
82,3268,Lafayette Park,40.71346382669195,-74.06285852193831
83,3187,Warren St,40.721123600000006,-74.03805095
83,3187,Warren St,40.721123600000006,-74.03805095
83,3187,Warren St,40.721123600000006,-74.03805095
84,3192,Liberty Light Rail,40.711242299999995,-74.0557013
84,3192,Liberty Light Rail,40.711242299999995,-74.0557013
84,3192,Liberty Light Rail,40.711242299999995,-74.0557013
85,3195,Sip Ave,40.73089709786179,-74.06391263008119
85,3195,Sip Ave,40.73089709786179,-74.06391263008119
85,3195,Sip Ave,40.73089709786179,-74.06391263008119
86,3186,Grove St PATH,40.71958611647166,-74.0431174635887
86,3186,Grove St PATH,40.71958611647166,-74.0431174635887
86,3186,Grove St PATH,40.71958611647166,-74.0431174635887
87,3681,Grand St,40.71517767732029,-74.03768330812454
87,3681,Grand St,40.71517767732029,-74.03768330812454
87,3681,Grand St,40.71517767732029,-74.03768330812454
88,3267,Morris Canal,40.7124188237569,-74.03852552175522
88,3267,Morris Canal,40.7124188237569,-74.03852552175522
88,3267,Morris Canal,40.7124188237569,-74.03852552175522
89,3203,Hamilton Park,40.727595965999996,-74.044247311
89,3203,Hamilton Park,40.727595965999996,-74.044247311
89,3203,Hamilton Park,40.727595965999996,-74.044247311
90,3677,Glenwood Ave,40.72755146730012,-74.07106071710588
90,3677,Glenwood Ave,40.72755146730012,-74.07106071710588
90,3677,Glenwood Ave,40.72755146730012,-74.07106071710588
91,3273,Manila & 1st,40.72165072487999,-74.04288411140442
91,3273,Manila & 1st,40.72165072487999,-74.04288411140442
91,3273,Manila & 1st,40.72165072487999,-74.04288411140442
92,3203,Hamilton Park,40.727595965999996,-74.044247311
92,3203,Hamilton Park,40.727595965999996,-74.044247311
92,3203,Hamilton Park,40.727595965999996,-74.044247311
93,3186,Grove St PATH,40.71958611647166,-74.0431174635887
93,3186,Grove St PATH,40.71958611647166,-74.0431174635887
93,3186,Grove St PATH,40.71958611647166,-74.0431174635887
94,3186,Grove St PATH,40.71958611647166,-74.0431174635887
94,3186,Grove St PATH,40.71958611647166,-74.0431174635887
94,3186,Grove St PATH,40.71958611647166,-74.0431174635887
95,3279,Dixon Mills,40.72163014263835,-74.04996782541275
95,3279,Dixon Mills,40.72163014263835,-74.04996782541275
95,3279,Dixon Mills,40.72163014263835,-74.04996782541275
96,3640,Journal Square,40.733670000000004,-74.0625
96,3640,Journal Square,40.733670000000004,-74.0625
96,3640,Journal Square,40.733670000000004,-74.0625
97,3187,Warren St,40.721123600000006,-74.03805095
97,3187,Warren St,40.721123600000006,-74.03805095
97,3187,Warren St,40.721123600000006,-74.03805095
98,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
98,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
98,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
99,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
99,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
99,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
100,3186,Grove St PATH,40.71958611647166,-74.0431174635887
100,3186,Grove St PATH,40.71958611647166,-74.0431174635887
100,3186,Grove St PATH,40.71958611647166,-74.0431174635887
101,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
101,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
101,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
102,3481,York St,40.71649,-74.04105
102,3481,York St,40.71649,-74.04105
102,3481,York St,40.71649,-74.04105
103,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
103,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
103,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
104,3186,Grove St PATH,40.71958611647166,-74.0431174635887
104,3186,Grove St PATH,40.71958611647166,-74.0431174635887
104,3186,Grove St PATH,40.71958611647166,-74.0431174635887
105,3209,Brunswick St,40.7241765,-74.05065640000001
105,3209,Brunswick St,40.7241765,-74.05065640000001
105,3209,Brunswick St,40.7241765,-74.05065640000001
106,3203,Hamilton Park,40.727595965999996,-74.044247311
106,3203,Hamilton Park,40.727595965999996,-74.044247311
106,3203,Hamilton Park,40.727595965999996,-74.044247311
107,3483,Montgomery St,40.71942,-74.05099
107,3483,Montgomery St,40.71942,-74.05099
107,3483,Montgomery St,40.71942,-74.05099
108,3679,Bergen Ave,40.72210378668603,-74.07145500183104
108,3679,Bergen Ave,40.72210378668603,-74.07145500183104
108,3679,Bergen Ave,40.72210378668603,-74.07145500183104
109,3483,Montgomery St,40.71942,-74.05099
109,3483,Montgomery St,40.71942,-74.05099
109,3483,Montgomery St,40.71942,-74.05099
110,3206,Hilltop,40.7311689,-74.0575736
110,3206,Hilltop,40.7311689,-74.0575736
110,3206,Hilltop,40.7311689,-74.0575736
111,3186,Grove St PATH,40.71958611647166,-74.0431174635887
111,3186,Grove St PATH,40.71958611647166,-74.0431174635887
111,3186,Grove St PATH,40.71958611647166,-74.0431174635887
112,3186,Grove St PATH,40.71958611647166,-74.0431174635887
112,3186,Grove St PATH,40.71958611647166,-74.0431174635887
112,3186,Grove St PATH,40.71958611647166,-74.0431174635887
113,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
113,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
113,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
114,3280,Astor Place,40.71928220070703,-74.07126188278198
114,3280,Astor Place,40.71928220070703,-74.07126188278198
114,3280,Astor Place,40.71928220070703,-74.07126188278198
115,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
115,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
115,3214,Essex Light Rail,40.712774200000005,-74.03648570000001
116,3203,Hamilton Park,40.727595965999996,-74.044247311
116,3203,Hamilton Park,40.727595965999996,-74.044247311
116,3203,Hamilton Park,40.727595965999996,-74.044247311
117,3202,Newport PATH,40.7272235,-74.03375890000001
117,3202,Newport PATH,40.7272235,-74.03375890000001
117,3202,Newport PATH,40.7272235,-74.03375890000001
118,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
118,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
118,3276,Marin Light Rail,40.71458403535893,-74.04281705617905
119,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016
119,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016
119,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016
120,3275,Columbus Drive,40.71835519823214,-74.03891444206238
120,3275,Columbus Drive,40.71835519823214,-74.03891444206238
120,3275,Columbus Drive,40.71835519823214,-74.03891444206238
121,3677,Glenwood Ave,40.72755146730012,-74.07106071710588
121,3677,Glenwood Ave,40.72755146730012,-74.07106071710588
121,3677,Glenwood Ave,40.72755146730012,-74.07106071710588
122,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
122,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
122,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
123,3210,Pershing Field,40.742677141,-74.051788633
123,3210,Pershing Field,40.742677141,-74.051788633
123,3210,Pershing Field,40.742677141,-74.051788633
124,3220,5 Corners Library,40.73496102000952,-74.05950307846071
124,3220,5 Corners Library,40.73496102000952,-74.05950307846071
124,3220,5 Corners Library,40.73496102000952,-74.05950307846071
125,3186,Grove St PATH,40.71958611647166,-74.0431174635887
125,3186,Grove St PATH,40.71958611647166,-74.0431174635887
125,3186,Grove St PATH,40.71958611647166,-74.0431174635887
126,3279,Dixon Mills,40.72163014263835,-74.04996782541275
126,3279,Dixon Mills,40.72163014263835,-74.04996782541275
126,3279,Dixon Mills,40.72163014263835,-74.04996782541275
127,3279,Dixon Mills,40.72163014263835,-74.04996782541275
127,3279,Dixon Mills,40.72163014263835,-74.04996782541275
127,3279,Dixon Mills,40.72163014263835,-74.04996782541275
128,3195,Sip Ave,40.73089709786179,-74.06391263008119
128,3195,Sip Ave,40.73089709786179,-74.06391263008119
128,3195,Sip Ave,40.73089709786179,-74.06391263008119
129,3202,Newport PATH,40.7272235,-74.03375890000001
129,3202,Newport PATH,40.7272235,-74.03375890000001
129,3202,Newport PATH,40.7272235,-74.03375890000001
130,3202,Newport PATH,40.7272235,-74.03375890000001
130,3202,Newport PATH,40.7272235,-74.03375890000001
130,3202,Newport PATH,40.7272235,-74.03375890000001
131,3273,Manila & 1st,40.72165072487999,-74.04288411140442
131,3273,Manila & 1st,40.72165072487999,-74.04288411140442
131,3273,Manila & 1st,40.72165072487999,-74.04288411140442
132,3210,Pershing Field,40.742677141,-74.051788633
132,3210,Pershing Field,40.742677141,-74.051788633
132,3210,Pershing Field,40.742677141,-74.051788633
133,3279,Dixon Mills,40.72163014263835,-74.04996782541275
133,3279,Dixon Mills,40.72163014263835,-74.04996782541275
133,3279,Dixon Mills,40.72163014263835,-74.04996782541275
134,3267,Morris Canal,40.7124188237569,-74.03852552175522
134,3267,Morris Canal,40.7124188237569,-74.03852552175522
134,3267,Morris Canal,40.7124188237569,-74.03852552175522
135,3211,Newark Ave,40.72152515,-74.046304543
135,3211,Newark Ave,40.72152515,-74.046304543
135,3211,Newark Ave,40.72152515,-74.046304543
136,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
136,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
136,3278,Monmouth and 6th,40.72568548362901,-74.0487903356552
137,3275,Columbus Drive,40.71835519823214,-74.03891444206238
137,3275,Columbus Drive,40.71835519823214,-74.03891444206238
137,3275,Columbus Drive,40.71835519823214,-74.03891444206238
138,3205,JC Medical Center,40.71653978099194,-74.0496379137039
138,3205,JC Medical Center,40.71653978099194,-74.0496379137039
138,3205,JC Medical Center,40.71653978099194,-74.0496379137039
139,3267,Morris Canal,40.7124188237569,-74.03852552175522
139,3267,Morris Canal,40.7124188237569,-74.03852552175522
139,3267,Morris Canal,40.7124188237569,-74.03852552175522
140,3638,Washington St,40.7242941,-74.0354826
140,3638,Washington St,40.7242941,-74.0354826
140,3638,Washington St,40.7242941,-74.0354826
141,3186,Grove St PATH,40.71958611647166,-74.0431174635887
141,3186,Grove St PATH,40.71958611647166,-74.0431174635887
141,3186,Grove St PATH,40.71958611647166,-74.0431174635887
142,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
142,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
142,3199,Newport Pkwy,40.728744799999994,-74.03210820000001
143,3681,Grand St,40.71517767732029,-74.03768330812454
143,3681,Grand St,40.71517767732029,-74.03768330812454
143,3681,Grand St,40.71517767732029,-74.03768330812454
144,3638,Washington St,40.7242941,-74.0354826
144,3638,Washington St,40.7242941,-74.0354826
144,3638,Washington St,40.7242941,-74.0354826
145,3267,Morris Canal,40.7124188237569,-74.03852552175522
145,3267,Morris Canal,40.7124188237569,-74.03852552175522
145,3267,Morris Canal,40.7124188237569,-74.03852552175522
146,3267,Morris Canal,40.7124188237569,-74.03852552175522
146,3267,Morris Canal,40.7124188237569,-74.03852552175522
146,3267,Morris Canal,40.7124188237569,-74.03852552175522
147,3273,Manila & 1st,40.72165072487999,-74.04288411140442
147,3273,Manila & 1st,40.72165072487999,-74.04288411140442
147,3273,Manila & 1st,40.72165072487999,-74.04288411140442
148,3205,JC Medical Center,40.71653978099194,-74.0496379137039
148,3205,JC Medical Center,40.71653978099194,-74.0496379137039
148,3205,JC Medical Center,40.71653978099194,-74.0496379137039
149,3205,JC Medical Center,40.71653978099194,-74.0496379137039
149,3205,JC Medical Center,40.71653978099194,-74.0496379137039
149,3205,JC Medical Center,40.71653978099194,-74.0496379137039
150,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734
150,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734
150,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734
151,3639,Harborside,40.71925170000001,-74.034234
151,3639,Harborside,40.71925170000001,-74.034234
151,3639,Harborside,40.71925170000001,-74.034234
152,3639,Harborside,40.71925170000001,-74.034234
152,3639,Harborside,40.71925170000001,-74.034234
152,3639,Harborside,40.71925170000001,-74.034234
153,3202,Newport PATH,40.7272235,-74.03375890000001
153,3202,Newport PATH,40.7272235,-74.03375890000001
153,3202,Newport PATH,40.7272235,-74.03375890000001
154,3280,Astor Place,40.71928220070703,-74.07126188278198
154,3280,Astor Place,40.71928220070703,-74.07126188278198
154,3280,Astor Place,40.71928220070703,-74.07126188278198
155,3640,Journal Square,40.733670000000004,-74.0625
155,3640,Journal Square,40.733670000000004,-74.0625
155,3640,Journal Square,40.733670000000004,-74.0625
156,3273,Manila & 1st,40.72165072487999,-74.04288411140442
156,3273,Manila & 1st,40.72165072487999,-74.04288411140442
156,3273,Manila & 1st,40.72165072487999,-74.04288411140442
157,3194,McGinley Square,40.7253399253558,-74.06762212514876
157,3194,McGinley Square,40.7253399253558,-74.06762212514876
157,3194,McGinley Square,40.7253399253558,-74.06762212514876
158,3225,Baldwin at Montgomery,40.7236589,-74.0641943
158,3225,Baldwin at Montgomery,40.7236589,-74.0641943
158,3225,Baldwin at Montgomery,40.7236589,-74.0641943
159,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744
159,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744
159,3272,Jersey & 3rd,40.723331586464354,-74.04595255851744
160,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
160,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
160,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
161,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
161,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
161,3269,Brunswick & 6th,40.726011729646245,-74.0503889322281
